Housing ID,price,area,bedrooms,bathrooms,stories,mainroad,Mainroad1,guestroom,Guestroom1,basement,basement1,hotwaterheating,Hotwaterheating2,airconditioning,Airconditioning3,parking,prefarea,Prefarea1,furnishingstatus
Housing id -852,3349957.9910251666,3156.656939679913,4.388248739786301,2.4178481087736254,3.4490457316974514,no,0,yes,1,no,0,yes,1,no,0,0.13970227083216324,yes,1,furnished
Housing id -853,13084590.371066986,14978.392045586714,4.591427398134089,3.0922036083294797,3.97302763698907,no,0,yes,1,yes,1,yes,1,no,0,1.5996684622535073,no,0,semi-furnished
Housing id -854,10341656.293831373,11388.228305854242,1.5263279764824813,2.9982668212352124,1.6822740692380793,no,0,no,0,yes,1,yes,1,yes,1,1.4862540288617414,no,0,semi-furnished
Housing id -855,8846282.581112025,8356.442782142707,3.8679572561700684,2.5639885361112684,3.645774333123966,yes,1,no,0,yes,1,no,0,yes,1,2.8066772748343314,no,0,unfurnished
Housing id -856,4282946.530215008,4380.198119548168,4.216075985039922,2.92732635688035,2.740888762482897,yes,1,no,0,yes,1,no,0,no,0,0.31090980926623035,yes,1,furnished
Housing id -857,3261408.291267141,6173.095416847749,1.5696850126625475,3.75464357619824,3.5944574863128667,no,0,yes,1,yes,1,yes,1,yes,1,0.14827341847759012,yes,1,semi-furnished
Housing id -858,9349439.667687993,6698.697536227896,2.127061731205502,1.9144827640625073,3.388083863325105,no,0,no,0,yes,1,no,0,no,0,2.0639821362227755,no,0,semi-furnished
Housing id -859,13115082.669206226,2517.3794053959805,5.45050904813673,3.361922263763019,1.8242466378375495,no,0,yes,1,yes,1,no,0,no,0,0.37668180537697526,no,0,furnished
Housing id -860,5477808.381614381,9086.39690484673,1.9824827570272383,2.5174719849046534,2.8184639902894335,yes,1,no,0,yes,1,no,0,no,0,0.05487973840400728,no,0,furnished
Housing id -861,10099590.45034779,6336.402573463278,5.310164597078332,1.5712296780004495,1.5087863628604883,yes,1,no,0,no,0,yes,1,no,0,0.13010400835918556,yes,1,furnished
Housing id -862,10732688.16215358,7399.7024602536985,1.938362522509422,1.0802108879034282,3.8717012553870567,yes,1,no,0,yes,1,no,0,no,0,0.6290447696822804,yes,1,unfurnished
Housing id -863,6780095.33275443,6953.498935076577,5.712655230117866,1.2526152933711208,3.495623460326823,no,0,no,0,no,0,yes,1,yes,1,1.1943431121262442,no,0,furnished
Housing id -864,7210542.253759918,5720.915751859642,5.016565550323616,2.049749776609592,1.1505495179422724,no,0,no,0,no,0,yes,1,no,0,2.844519699506482,yes,1,unfurnished
Housing id -865,12858185.166280927,3375.8628355177098,5.063875649650289,1.575750517517645,2.578397647863791,no,0,yes,1,yes,1,no,0,no,0,2.641759704099514,no,0,furnished
Housing id -866,6696209.6335138185,9568.219055954214,1.68016944821595,3.502697232191983,1.6590791112302372,no,0,yes,1,no,0,yes,1,yes,1,1.7436431593703927,yes,1,unfurnished
Housing id -867,8128520.180869091,6338.834211237444,5.742073289410066,3.148879815070553,3.7206651440452405,no,0,yes,1,no,0,yes,1,no,0,1.4996683357954952,yes,1,unfurnished
Housing id -868,4198298.700668611,13535.770154559872,1.228297786819594,1.6305355260569878,1.302209712115315,yes,1,yes,1,yes,1,no,0,yes,1,2.4169860914340537,yes,1,furnished
Housing id -869,7014014.689528553,14781.540623487997,2.375760634269219,1.8133076720268568,2.25511098238582,no,0,no,0,no,0,yes,1,yes,1,2.4781719505155815,yes,1,unfurnished
Housing id -870,12053831.9893038,10861.818325128857,3.5920826037281253,3.8727150135812902,1.3775122605961951,yes,1,no,0,yes,1,yes,1,no,0,1.4177084173703194,yes,1,furnished
Housing id -871,10112218.84037256,9656.880610794396,3.1122681852929053,2.3147963992045564,2.8879004247067734,no,0,yes,1,yes,1,yes,1,no,0,2.0123328491060253,no,0,unfurnished
Housing id -872,10716414.778414553,4091.567592759716,1.2464838777043654,2.9413641447354153,3.5167276475569293,yes,1,yes,1,yes,1,yes,1,no,0,0.9343065259441554,no,0,unfurnished
Housing id -873,6595855.489524051,14851.87005466582,1.8197875615166283,1.4828361797136338,2.893428364092446,yes,1,yes,1,yes,1,yes,1,no,0,1.426287522615279,yes,1,semi-furnished
Housing id -874,11178465.563692616,6215.292399935357,5.502494043462638,3.044162472351626,2.5150207779757503,no,0,no,0,no,0,yes,1,yes,1,2.93533857737597,no,0,semi-furnished
Housing id -875,4231624.310694771,8305.810739104982,4.752700855460613,1.0008871566689945,2.556682441564531,yes,1,yes,1,no,0,yes,1,no,0,2.8821951884962096,no,0,semi-furnished
Housing id -876,8779290.585889079,6635.280478092868,3.919299505718649,3.8671172857145066,1.357938901088058,yes,1,yes,1,no,0,yes,1,no,0,0.08978363896619235,no,0,unfurnished
Housing id -877,8484497.65569437,2732.504067485948,3.7153784903713496,2.8859760730400232,1.8931914115453041,no,0,no,0,no,0,no,0,no,0,2.4871637484212767,no,0,unfurnished
Housing id -878,11940497.029613478,5110.674707567069,4.217613685398621,3.227319307177629,2.509760702769338,no,0,yes,1,no,0,yes,1,yes,1,2.1861481298565097,no,0,semi-furnished
Housing id -879,7833054.12828381,12973.646146635981,5.230499925360921,2.1516815982328845,1.7518309161825134,yes,1,yes,1,no,0,yes,1,no,0,0.1587746029919952,no,0,furnished
Housing id -880,7363309.075547201,2510.9400293090725,5.658201973079817,1.359630370626745,1.401688497840718,yes,1,yes,1,no,0,no,0,yes,1,2.50664070727143,no,0,unfurnished
Housing id -881,6249152.109287168,7700.656643295237,5.473158039707766,2.3725721317839965,2.6764767848121513,yes,1,no,0,yes,1,yes,1,yes,1,2.287768152258656,yes,1,unfurnished
Housing id -882,8516947.359123785,9327.937925379963,4.889763047224853,1.190826682631251,3.7210398251329653,yes,1,no,0,yes,1,no,0,yes,1,2.1467406699913365,yes,1,semi-furnished
Housing id -883,3170731.4356777202,10515.648508207358,4.851595527389403,3.454574257118394,3.234495327806177,no,0,no,0,yes,1,no,0,no,0,0.03625047393177716,yes,1,semi-furnished
Housing id -884,5299851.13394003,3745.588389421957,2.0067213107589517,2.7889948546482906,3.3074859565451256,yes,1,yes,1,no,0,no,0,yes,1,0.925546307817337,yes,1,furnished
Housing id -885,3516251.291131153,12351.975591544078,1.7954520491354922,3.0726680935725192,3.445702879396048,yes,1,yes,1,yes,1,yes,1,no,0,2.4411688094026536,no,0,semi-furnished
Housing id -886,9043898.39771378,2064.021954810631,1.168696064294938,3.875272030721139,2.796111289098785,yes,1,no,0,no,0,yes,1,no,0,1.8098909536000574,yes,1,furnished
Housing id -887,7228372.513956805,13998.13279941666,2.327027869261945,1.406972393574915,2.519827138102415,yes,1,yes,1,no,0,yes,1,no,0,0.2001584135461194,no,0,furnished
Housing id -888,10990873.691840807,11103.688751962143,4.356691727468665,2.597556881357037,3.9905343324726212,no,0,no,0,no,0,yes,1,no,0,0.412236506337306,no,0,semi-furnished
Housing id -889,5255175.4531898815,2971.995859681637,2.4144300329160817,3.2185478330688797,3.066661414687819,no,0,no,0,no,0,no,0,no,0,2.967190324058472,yes,1,unfurnished
Housing id -890,9989036.205202535,9358.901195671857,3.5208194495089393,3.8633140796894523,1.810564787735609,no,0,no,0,no,0,no,0,yes,1,0.6642696160222273,no,0,semi-furnished
Housing id -891,6242551.932857909,5481.719711344398,2.677275815080968,1.3692733518539708,3.5728501453891597,yes,1,no,0,no,0,no,0,yes,1,0.653873601888251,yes,1,furnished
Housing id -892,7041464.537872313,10455.339092767348,2.3973958328267235,3.5654721562965275,3.402007894603326,no,0,yes,1,no,0,yes,1,yes,1,1.3115146330483265,yes,1,semi-furnished
Housing id -893,2236453.984598329,8016.678248054101,2.6226065843465602,2.423775125985794,2.39816272013447,no,0,no,0,no,0,yes,1,no,0,0.5610653348660422,yes,1,semi-furnished
Housing id -894,13218566.223095154,12230.768243990267,1.159308509537313,3.6506750078917287,3.693481442650345,yes,1,no,0,yes,1,yes,1,no,0,1.601103037070476,yes,1,unfurnished
Housing id -895,8240219.825041331,13399.474357024843,3.718672191049266,2.842984330570114,2.029977317704075,yes,1,no,0,yes,1,no,0,yes,1,2.3737514365060735,no,0,semi-furnished
Housing id -896,6499800.824142062,7103.9332527906045,4.462218378632002,1.1129527778143378,3.8433689812932434,yes,1,yes,1,no,0,yes,1,yes,1,2.732118991264567,no,0,furnished
Housing id -897,5556053.8221444525,9973.512964763107,2.7279000219607887,2.3585782808526994,3.0527766003974803,no,0,no,0,no,0,no,0,no,0,1.718192094652514,no,0,unfurnished
Housing id -898,10134833.454080526,13860.173314781328,3.9808257975911827,1.8410321813699313,2.7955941245396394,yes,1,no,0,no,0,no,0,no,0,0.0870840276825221,no,0,unfurnished
Housing id -899,5083023.076806837,9744.481314537976,2.6265236360689093,3.547122019119873,3.1405471043524673,no,0,yes,1,yes,1,no,0,yes,1,1.6950031553221123,no,0,unfurnished
Housing id -900,6458922.918572718,2631.860113612772,1.3096660153919395,1.4785389806522855,3.616353539056817,yes,1,no,0,yes,1,no,0,no,0,0.8056932750704313,yes,1,unfurnished
Housing id -901,3897070.8760563466,8105.412974442624,1.9784749702816309,1.4312110185391602,1.2437209875706143,no,0,no,0,yes,1,yes,1,no,0,2.131409734893017,no,0,semi-furnished
Housing id -902,8058320.632487466,9796.876655996473,4.714220202710422,2.8706392338416507,2.9751164957469856,yes,1,yes,1,yes,1,no,0,no,0,2.2441834018732782,no,0,unfurnished
Housing id -903,9192395.54679828,6394.461034505858,1.957788823016747,2.037028378310956,1.75464435149973,no,0,no,0,yes,1,yes,1,yes,1,0.14630805847496153,yes,1,semi-furnished
Housing id -904,2161587.851762409,3339.765261258129,3.031213411252054,1.2530316902584189,1.3826813230038684,no,0,yes,1,no,0,yes,1,no,0,2.7640880214994397,yes,1,furnished
Housing id -905,13220563.755647354,9388.246658193644,1.8461299400632756,3.4467104631720575,3.2963727034142827,no,0,no,0,yes,1,no,0,yes,1,2.7826126813895513,yes,1,furnished
Housing id -906,5531608.893702349,9194.981670209325,3.092227213599973,2.5164934037043993,2.9579135792572337,yes,1,no,0,yes,1,no,0,yes,1,0.13011857982483566,yes,1,furnished
Housing id -907,11879586.909238335,15850.416544139993,5.944892001357758,2.629419977241991,2.880436972804343,yes,1,no,0,yes,1,no,0,no,0,1.5433082508250013,yes,1,semi-furnished
Housing id -908,3162277.744658626,1863.5505143035518,3.623061071610122,2.148193469556733,2.604827133795681,yes,1,no,0,yes,1,yes,1,no,0,2.3030634223201116,no,0,unfurnished
Housing id -909,8205057.705773892,7441.572006431394,4.843143898153722,2.6564692279216118,2.938467347570265,yes,1,no,0,no,0,no,0,yes,1,0.874528479227702,no,0,furnished
Housing id -910,6639790.578813474,13363.539320331272,2.295220706884392,1.0016739441407443,3.473186414720475,no,0,yes,1,yes,1,yes,1,no,0,1.3910125953841976,no,0,furnished
Housing id -911,6972670.684136183,4046.316185917592,2.133664705208326,3.688985188097676,1.3933547463453224,no,0,yes,1,yes,1,yes,1,no,0,1.2711667534566384,no,0,furnished
Housing id -912,13235114.12503633,15245.910666938456,1.8103594071417368,3.510560181945075,1.6100950915531071,no,0,yes,1,no,0,no,0,no,0,1.4742705955768964,no,0,unfurnished
Housing id -913,3773683.1257700007,6141.168263322075,2.468638698710929,1.948065022941181,2.2805869631140845,yes,1,no,0,no,0,yes,1,yes,1,1.408672599840139,no,0,unfurnished
Housing id -914,11153890.935621103,11716.941439235343,2.910591885839254,2.210075252705033,3.6836966843772867,no,0,yes,1,no,0,yes,1,no,0,1.3422538345209858,no,0,semi-furnished
Housing id -915,2379517.0497281775,2331.4480204743604,2.7321353056011946,2.173075945712718,3.026278809315855,no,0,no,0,yes,1,no,0,no,0,1.7610628074697554,yes,1,semi-furnished
Housing id -916,11057400.910779169,8509.364102678184,5.09261897923373,3.9957101495554515,2.1542278863420123,no,0,yes,1,no,0,no,0,yes,1,0.5264430092128282,no,0,furnished
Housing id -917,11876121.288136335,10726.251119427949,2.9036022783051543,1.6681774395214135,1.3809877937989694,yes,1,no,0,no,0,yes,1,no,0,0.5239440062474163,yes,1,unfurnished
Housing id -918,9078969.367391286,4780.298219498675,2.064990471131764,1.7745967316466138,1.5903011032764893,yes,1,no,0,no,0,yes,1,no,0,0.019241655833430515,yes,1,semi-furnished
Housing id -919,12960805.576361017,2019.6592009613942,2.704437654181778,3.470832256764593,3.2217668898467187,no,0,no,0,yes,1,yes,1,yes,1,2.1797295545881386,no,0,furnished
Housing id -920,11226508.16108518,14421.67802600426,1.6280893245950074,2.9800297463386345,3.7255147458879954,no,0,yes,1,yes,1,yes,1,no,0,0.4084573685450664,yes,1,semi-furnished
Housing id -921,9289681.447357282,1654.030407404649,1.1341311308073556,1.6604569751628886,1.716509325308074,no,0,yes,1,no,0,no,0,no,0,1.0329214241794586,yes,1,furnished
Housing id -922,5842480.279196911,10824.711672097543,1.4478451053005306,1.2423097326632953,3.5847164826036764,no,0,yes,1,no,0,no,0,no,0,0.10335752024406875,no,0,unfurnished
Housing id -923,2572804.374483591,12993.722088866536,1.994098822545797,1.0806567701586185,3.659914995108491,yes,1,yes,1,yes,1,yes,1,yes,1,1.1511183704271368,no,0,semi-furnished
Housing id -924,12013069.085343668,7579.019102276387,1.295379254466459,1.1401677532731038,1.4856196721548787,no,0,yes,1,no,0,yes,1,no,0,0.4559351895452045,no,0,unfurnished
Housing id -925,12362713.789976757,14668.888901927732,5.716752114580275,1.0215481056866635,2.643851367454792,no,0,yes,1,yes,1,no,0,no,0,1.2584682751072205,yes,1,unfurnished
Housing id -926,6250803.706447324,8568.181425257659,1.4270218653035402,1.7826700319236326,1.0932989532608168,yes,1,yes,1,no,0,yes,1,no,0,1.8145354896859143,no,0,semi-furnished
Housing id -927,3880489.6371191097,14656.56855442183,5.375668503992354,3.2400640445599933,1.4011955852262972,no,0,yes,1,yes,1,no,0,yes,1,0.23451362809559584,yes,1,semi-furnished
Housing id -928,7003114.087713204,4111.644639225282,1.0588406339392544,1.3130105622472856,1.312306855540776,no,0,no,0,no,0,no,0,no,0,0.447433200886197,yes,1,furnished
Housing id -929,10868087.408378663,13439.050251895047,1.491137296079156,3.846393208625325,3.1799262142266502,yes,1,no,0,yes,1,yes,1,no,0,2.228619067553787,yes,1,unfurnished
Housing id -930,2150934.1923791943,12087.57460643052,1.685644126311813,1.7075199267116494,3.1374937283011173,no,0,no,0,yes,1,no,0,no,0,2.3124765973908445,yes,1,semi-furnished
Housing id -931,5208978.2302294485,14492.006660303208,5.8934403740155865,3.728287849590186,1.1320370971746092,yes,1,yes,1,yes,1,yes,1,yes,1,2.168827815490712,no,0,unfurnished
Housing id -932,1983398.234243461,13845.65991160674,5.844208205780926,2.1437342714306453,1.3250265962877996,yes,1,no,0,yes,1,yes,1,no,0,2.870763483916179,yes,1,furnished
Housing id -933,8106529.870661109,15937.46083005354,2.7276256966498895,2.2049692812205657,3.789687872744527,no,0,yes,1,no,0,yes,1,yes,1,0.3598307638084667,yes,1,furnished
Housing id -934,11958076.971970178,4067.8549992726694,3.913176806394848,2.6997040396776644,3.577087175519155,no,0,yes,1,yes,1,no,0,no,0,1.6993986347909242,yes,1,semi-furnished
Housing id -935,5399317.9935892075,13929.546128498301,4.790301343933653,1.429153369805702,2.0532778779210483,yes,1,yes,1,yes,1,no,0,yes,1,1.6808942557769415,yes,1,unfurnished
Housing id -936,6746748.685162469,7385.629979322983,3.447028083139167,2.05800004199297,2.521604343498648,no,0,yes,1,no,0,yes,1,no,0,2.0536656491546363,no,0,semi-furnished
Housing id -937,7986915.681690692,15832.107406308136,4.073394857138734,3.4827208706124013,1.8783042402498968,yes,1,no,0,no,0,no,0,yes,1,1.5584775760261933,yes,1,unfurnished
Housing id -938,4623093.326535473,11303.133950690479,4.209591777507014,2.889305329702225,3.785266370836691,yes,1,no,0,no,0,yes,1,yes,1,2.966080525897642,yes,1,furnished
Housing id -939,5213429.2537748255,11270.179535019824,3.5451114526302416,1.4555135344008656,2.432132997665449,no,0,no,0,no,0,no,0,no,0,2.3177373540690143,yes,1,semi-furnished
Housing id -940,5095381.735870643,12930.067904022762,3.494321051330661,3.3034967551440797,2.1445807885198813,no,0,no,0,yes,1,no,0,no,0,2.632529208074325,no,0,semi-furnished
Housing id -941,11600772.57476079,14256.506596519184,4.9744047292685885,2.3554268322651644,2.5907881819376684,yes,1,yes,1,no,0,no,0,no,0,1.602129036691419,yes,1,furnished
Housing id -942,10013437.909345765,6610.026212838888,2.7168605253240092,1.6581532711071687,1.8044509101700796,yes,1,no,0,yes,1,yes,1,no,0,0.26644421645631566,yes,1,furnished
Housing id -943,7186668.238694695,13571.740650443258,5.272001747708604,3.1410882471232395,3.606456955111432,yes,1,yes,1,no,0,no,0,yes,1,2.7487027007592317,yes,1,semi-furnished
Housing id -944,7492081.956979162,11061.583888281624,2.5969389222332895,2.566122785474101,1.0631514603317676,yes,1,yes,1,yes,1,yes,1,no,0,0.4983059626890576,yes,1,unfurnished
Housing id -945,6326260.171371348,6235.399070574942,1.6365839584407107,3.758946435444403,3.1785934697607297,no,0,yes,1,no,0,yes,1,no,0,0.9229264535025391,no,0,furnished
Housing id -946,11347357.304626506,15783.674329682704,2.886074138940091,2.966187862358338,2.8925499636912813,yes,1,no,0,no,0,no,0,no,0,0.8647721235112147,no,0,unfurnished
Housing id -947,2801604.00605838,2947.5823028424156,5.336791805569033,1.569933490764038,2.3418515777436832,no,0,no,0,no,0,yes,1,no,0,1.5542465865381039,yes,1,unfurnished
Housing id -948,6962036.4484840715,12898.228787242417,3.620268344479606,3.4120489925068256,1.583117989011748,no,0,yes,1,no,0,yes,1,no,0,2.386676698787917,no,0,unfurnished
Housing id -949,12107319.566261334,11514.681369585316,1.843529502357066,1.4988815303838872,3.322286872888344,yes,1,yes,1,yes,1,yes,1,yes,1,2.4435415349598206,no,0,unfurnished
Housing id -950,2755771.1258188444,9068.374176475794,1.4844922544936532,3.112869114429679,1.7899658112190173,yes,1,yes,1,no,0,yes,1,yes,1,1.8957699259791847,yes,1,semi-furnished
Housing id -951,4114010.7106899726,2766.735831931228,1.4544341953894426,1.444712092890031,3.724274134550758,no,0,yes,1,no,0,no,0,no,0,1.4260039321866782,yes,1,furnished
Housing id -952,12035523.280991172,2039.2499150166636,2.528518250421975,3.6301129061093853,1.7378567877890556,yes,1,no,0,yes,1,no,0,no,0,2.56938101969191,yes,1,unfurnished
Housing id -953,12353667.996869909,10497.386715136718,4.5937402715884215,3.3921144271495938,2.878045382789584,yes,1,yes,1,no,0,no,0,yes,1,1.5273570314206895,no,0,unfurnished
Housing id -954,11214120.197031934,13793.30798070139,4.642004613693669,3.9089712290744827,2.768847639386351,yes,1,no,0,no,0,yes,1,no,0,1.7443525296947513,yes,1,semi-furnished
Housing id -955,4002649.4254207457,11167.37665002289,2.447115908874827,2.796221850174447,1.4951520579219864,yes,1,yes,1,no,0,no,0,yes,1,1.1675126846306707,yes,1,unfurnished
Housing id -956,10901055.442007374,10607.707117088248,5.7647316318314195,2.0510944383626475,1.8475431027983964,yes,1,no,0,no,0,yes,1,no,0,0.19605254239667658,no,0,furnished
Housing id -957,3643499.1113494406,3123.345697541782,4.775767408219936,2.5095764985410396,2.2495666831377945,yes,1,no,0,no,0,no,0,yes,1,0.04969770295964693,yes,1,furnished
Housing id -958,7530010.59480475,8239.232254774222,3.254522047341058,2.8827946059402723,1.5348236829322477,yes,1,yes,1,yes,1,yes,1,yes,1,2.4207914856930604,yes,1,unfurnished
Housing id -959,7040045.434260055,9952.878568073345,2.4335492548880424,2.426329329582825,1.0746655227306836,no,0,no,0,no,0,yes,1,yes,1,1.3419583268585258,yes,1,furnished
Housing id -960,8530458.537382342,13592.619359054514,4.71753786743664,2.7236251192647942,1.3199828944361007,no,0,yes,1,no,0,no,0,yes,1,0.39148928584249065,no,0,furnished
Housing id -961,10697394.441298721,12696.190533324549,1.9091288933934882,2.850516936325977,2.579080788517886,no,0,yes,1,no,0,no,0,no,0,2.2143206995399556,no,0,furnished
Housing id -962,8976688.188902054,12275.169845190238,2.0939562801079195,1.5148675196466748,1.8852964996352153,no,0,yes,1,no,0,yes,1,yes,1,1.2698140366255468,no,0,unfurnished
Housing id -963,10033456.299213575,13216.51918952273,4.193907946250347,1.524328919681509,2.4078073645056763,no,0,no,0,no,0,yes,1,no,0,0.8740225858620576,no,0,semi-furnished
Housing id -964,10096167.009638645,10785.546896618322,2.6016447983625075,3.417214539599674,3.972745195483931,no,0,yes,1,yes,1,no,0,no,0,2.6478077099122626,no,0,furnished
Housing id -965,8313921.444132516,12915.774471102306,4.44904246923149,2.5305738062778764,3.9793164291057574,no,0,no,0,no,0,no,0,yes,1,1.9703568527994668,yes,1,semi-furnished
Housing id -966,12728275.118017737,5372.244974798976,5.5117047763031515,3.6947902540893196,3.5716757511406865,yes,1,no,0,yes,1,no,0,no,0,1.734494795699268,no,0,semi-furnished
Housing id -967,12700607.685908653,3961.060248217655,4.072017623322559,3.980998946596454,2.463712249946956,yes,1,yes,1,yes,1,yes,1,yes,1,2.854140389182289,yes,1,unfurnished
Housing id -968,9259887.80368871,4454.416594997041,2.564480416077423,3.309347374288454,3.667844426215059,no,0,no,0,no,0,yes,1,yes,1,2.9994220310246784,yes,1,unfurnished
Housing id -969,8237709.569772782,13676.58448236248,4.746197197490162,2.027266777741344,3.0680993810405446,no,0,no,0,yes,1,yes,1,no,0,2.5846740843891043,yes,1,furnished
Housing id -970,12654755.184500834,11107.283560973243,1.8664845384878739,2.0758088255762215,3.897307144215526,no,0,yes,1,no,0,no,0,yes,1,1.487430637897849,no,0,furnished
Housing id -971,6089377.27294245,3277.6787497204687,4.4332800311801055,3.6623762389848995,2.06972866538106,yes,1,yes,1,no,0,no,0,yes,1,0.33815835527273774,no,0,furnished
Housing id -972,11408028.531279085,12982.705490349337,3.3865051456320545,3.279782134447417,2.082540885895189,no,0,yes,1,yes,1,yes,1,yes,1,0.37325381670066204,yes,1,unfurnished
Housing id -973,3406995.710658054,11442.02097756285,1.674476707080286,3.491327327805369,1.5993278051855042,yes,1,yes,1,no,0,yes,1,yes,1,1.6947521317267726,no,0,furnished
Housing id -974,2840252.717762839,8331.967350500243,1.1519844241615504,3.01864547747113,3.310153707419893,yes,1,yes,1,no,0,no,0,yes,1,2.117291702475163,no,0,unfurnished
Housing id -975,11288767.756544543,7712.974601198991,5.860722621577544,3.5115932516711625,3.6293744883089603,no,0,no,0,yes,1,no,0,yes,1,1.0022902759265357,no,0,furnished
Housing id -976,7195053.866959145,2674.448794244544,4.0856687735541115,2.2031411121130304,1.6777712246591094,yes,1,yes,1,no,0,no,0,yes,1,1.7729830404653728,no,0,unfurnished
Housing id -977,2100586.8215279244,1883.8172769202745,2.832282451079962,3.527532844195364,3.1972953981313736,no,0,yes,1,no,0,no,0,no,0,1.3459491947085347,yes,1,furnished
Housing id -978,4876366.144696005,3366.923004832438,3.220093736000531,2.251541676408438,2.5283924022941866,yes,1,no,0,no,0,no,0,yes,1,0.4669395252262941,no,0,semi-furnished
Housing id -979,6360705.078510872,15783.53740314443,3.733887548414493,3.4777169507552226,2.4073565290193923,no,0,no,0,no,0,no,0,no,0,0.5026451072725927,no,0,semi-furnished
Housing id -980,9671082.003816742,7265.315805170281,3.3038225056923842,2.2947874406843107,2.924334432954761,yes,1,yes,1,no,0,no,0,yes,1,1.5747135831175143,no,0,semi-furnished
Housing id -981,6833637.795905087,9287.343607608389,5.45113308081601,1.590743869078863,3.7312499857420853,no,0,no,0,no,0,yes,1,yes,1,0.22345207816371648,no,0,semi-furnished
Housing id -982,2980788.126211265,14985.115436861814,5.3511956982832825,1.5720586430494914,2.7581281542827476,no,0,yes,1,no,0,no,0,no,0,1.9627007143752975,yes,1,furnished
Housing id -983,8651848.822857814,6733.664195055718,5.236376886729125,3.9945080469419723,3.957853184403203,yes,1,yes,1,yes,1,yes,1,no,0,1.081849900461094,no,0,furnished
Housing id -984,8530607.420030698,10726.541784353578,4.2256140327424365,2.6349668602413363,3.701413726441008,no,0,no,0,no,0,yes,1,yes,1,1.279856528937695,no,0,unfurnished
Housing id -985,3246547.3064285265,3968.296709948029,5.194990519895164,1.1412001541382393,2.41745175390705,yes,1,yes,1,no,0,yes,1,no,0,1.129871232187555,no,0,unfurnished
Housing id -986,12240551.278176479,8408.885182145292,2.9128691529099067,1.4945804843656816,2.8455558282842026,no,0,no,0,no,0,yes,1,yes,1,1.5430876708447758,no,0,unfurnished
Housing id -987,3464209.3385873465,10316.034506100323,2.76047002367207,2.0012699868756574,1.9038255748837105,yes,1,yes,1,yes,1,yes,1,yes,1,2.799088651000767,no,0,unfurnished
Housing id -988,5873393.335099342,8639.516125428892,3.4684752374621732,1.6715676995942088,1.7187767374611664,no,0,no,0,yes,1,yes,1,no,0,1.8107282493752717,no,0,furnished
Housing id -989,3139894.0867425916,2503.7016456035153,2.9558762027787995,3.1061904469675135,1.4574554306043415,no,0,yes,1,yes,1,yes,1,no,0,0.9482438646044229,yes,1,furnished
Housing id -990,11656903.746473648,9854.458022321354,5.316079747964415,2.571358636792042,2.583464407915157,no,0,yes,1,yes,1,yes,1,yes,1,2.5321344174190394,no,0,semi-furnished
Housing id -991,3387097.447557077,10974.27687879867,4.910679660862467,3.628238522644483,1.5240965257558998,yes,1,yes,1,yes,1,yes,1,no,0,2.3385276152760146,no,0,unfurnished
Housing id -992,6551220.346758872,8515.479159481387,1.57338706962629,2.543734755951042,1.8447986208544513,yes,1,no,0,no,0,no,0,yes,1,1.649658074547651,yes,1,semi-furnished
Housing id -993,7988018.966059947,6637.825148838687,5.982080283138714,2.3253395541603767,2.255709122051428,no,0,no,0,no,0,no,0,yes,1,0.44872658127305187,yes,1,furnished
Housing id -994,9927406.970068008,7931.740650046903,3.3626706726959634,2.25958210787993,2.592848676772486,yes,1,yes,1,yes,1,no,0,yes,1,0.7610867258303277,yes,1,unfurnished
Housing id -995,11575447.468070908,13711.50838549858,5.88046433339272,1.8827164120774351,1.6752946889130167,no,0,yes,1,yes,1,no,0,no,0,0.8000395787074519,yes,1,furnished
Housing id -996,6844753.979721412,8116.589301512126,4.653744734743254,2.305992858613395,3.485525572380258,no,0,no,0,yes,1,yes,1,no,0,2.8318691695559948,yes,1,unfurnished
Housing id -997,4316351.108547227,6639.079444981737,2.8172646386442075,3.544877907978762,1.293255109076334,yes,1,no,0,yes,1,no,0,yes,1,2.5310031160046345,yes,1,furnished
Housing id -998,11835967.57428039,8789.898700794878,5.8191274615002095,3.6002298056583557,1.2565780069191679,yes,1,no,0,yes,1,no,0,no,0,1.3517851634314897,no,0,furnished
Housing id -999,7284622.347089762,2487.6548971827433,2.3412175214158664,2.2438629835016246,2.2336705209941394,yes,1,yes,1,no,0,no,0,yes,1,1.0990682962512262,yes,1,unfurnished
Housing id -1000,9343100.166628497,7686.071164118372,1.7086988459735477,2.3980644606215926,3.9359297438887193,yes,1,yes,1,no,0,no,0,yes,1,2.278582233162648,yes,1,furnished
Housing id -1001,10723236.621330755,11299.777877331973,5.1293771137846385,1.3223508564590536,3.077589912442942,no,0,yes,1,yes,1,yes,1,no,0,0.5489825302243344,no,0,semi-furnished
Housing id -1002,7357005.174957047,12613.005540031658,2.7688049554129783,3.1457154208301614,1.3468955811381966,yes,1,no,0,yes,1,yes,1,no,0,2.904181826131677,yes,1,furnished
Housing id -1003,2877206.986493016,2455.72001793455,5.911496331174859,1.0694145094109233,3.7474630100557556,yes,1,yes,1,yes,1,yes,1,yes,1,1.1017291604964907,yes,1,semi-furnished
Housing id -1004,13054468.344547858,6259.549789011415,5.078753056093959,3.6463391997171923,3.987520224482741,no,0,no,0,no,0,no,0,yes,1,1.5311448901925107,no,0,unfurnished
Housing id -1005,8193365.808630716,1890.1195753536563,2.217673739988273,1.1532593057810585,2.587024460636567,no,0,no,0,yes,1,no,0,no,0,1.7361167616000193,yes,1,unfurnished
